Start;Header;
Station;IRBENE16;
End;Header;----------------------;
Scan;02;
Source;g30p99,184810.80,-014539.3;
Date;2018-03-18;
TimeStart;06:29:00;UT;
TimeStop;06:36:00;UT;
Duration;420;sec;7;min
RA;18 48 10.80;
DEC;-01 45 39.3;
Epoch;2000.0;
Systemtemperature1;1u;26.5;
Systemtemperature2;9u;29.4;
FreqBBC1;566.82;MHz
FreqBBC2;568.82;MHz
FreqStart;6666.82;MHz
FreqStop;6668.82;MHz
End;02;----------------------;
Scan;03;
Source;g32p745,185121.87,-001205.3;
Date;2018-03-18;
TimeStart;06:38:00;UT;
TimeStop;06:45:00;UT;
Duration;420;sec;7;min
RA;18 51 21.87;
DEC;-00 12 05.3;
Epoch;2000.0;
Systemtemperature1;1u;25.5;
Systemtemperature2;9u;27.9;
FreqBBC1;567.67;MHz
FreqBBC2;569.67;MHz
FreqStart;6667.67;MHz
FreqStop;6669.67;MHz
End;03;----------------------;
Scan;04;
Source;g33p64,185332.56,003139.2;
Date;2018-03-18;
TimeStart;06:47:00;UT;
TimeStop;06:54:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;25.4;
Systemtemperature2;9u;28.8;
FreqBBC1;567.14;MHz
FreqBBC2;569.14;MHz
FreqStart;6667.14;MHz
FreqStop;6669.14;MHz
End;04;----------------------;
Scan;05;
Source;g35p20,190146.90,011307.5;
Date;2018-03-18;
TimeStart;06:56:00;UT;
TimeStop;07:03:00;UT;
Duration;420;sec;7;min
RA;19 01 46.90;
DEC;01 13 07.5;
Epoch;2000.0;
Systemtemperature1;1u;25.8;
Systemtemperature2;9u;28.9;
FreqBBC1;567.52;MHz
FreqBBC2;569.52;MHz
FreqStart;6667.52;MHz
FreqStop;6669.52;MHz
End;05;----------------------;
Scan;06;
Source;g33p64,185332.56,003139.2;
Date;2018-03-18;
TimeStart;07:05:00;UT;
TimeStop;07:12:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;25.5;
Systemtemperature2;9u;28.2;
FreqBBC1;0;MHz
FreqBBC2;0;MHz
FreqStart;0.0;MHz
FreqStop;0.0;MHz
End;06;----------------------;
Scan;07;
Source;g37p479,190007.14,035953.3;
Date;2018-03-18;
TimeStart;07:14:00;UT;
TimeStop;07:21:00;UT;
Duration;420;sec;7;min
RA;19 00 07.14;
DEC;03 59 53.3;
Epoch;2000.0;
Systemtemperature1;1u;24.9;
Systemtemperature2;9u;28.3;
FreqBBC1;567.25;MHz
FreqBBC2;569.25;MHz
FreqStart;6667.25;MHz
FreqStop;6669.25;MHz
End;07;----------------------;
Scan;08;
Source;g33p64,185332.56,003139.2;
Date;2018-03-18;
TimeStart;07:23:00;UT;
TimeStop;07:30:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;25.6;
Systemtemperature2;9u;28.8;
FreqBBC1;0;MHz
FreqBBC2;0;MHz
FreqStart;0.0;MHz
FreqStop;0.0;MHz
