Start;Header;
Station;IRBENE16;
End;Header;----------------------;
Scan;01;
Source;g22p357,183144.12,-092212.3;
Date;2018-06-01;
TimeStart;04:00:00;UT;
TimeStop;04:07:00;UT;
Duration;420;sec;7;min
RA;18 31 44.12;
DEC;-09 22 12.3;
Epoch;2000.0;
Systemtemperature1;1u;39.1;
Systemtemperature2;9u;43.0;
FreqBBC1;566.38;MHz
FreqBBC2;568.38;MHz
FreqStart;6666.38;MHz
FreqStop;6668.38;MHz
End;01;----------------------;
Scan;02;
Source;g25p65,183421.99,-055938.6;
Date;2018-06-01;
TimeStart;04:09:00;UT;
TimeStop;04:16:00;UT;
Duration;420;sec;7;min
RA;18 34 21.99;
DEC;-05 59 38.6;
Epoch;2000.0;
Systemtemperature1;1u;35.5;
Systemtemperature2;9u;39.7;
FreqBBC1;567.25;MHz
FreqBBC2;569.25;MHz
FreqStart;6667.25;MHz
FreqStop;6669.25;MHz
End;02;----------------------;
Scan;03;
Source;g30p99,184810.80,-014539.3;
Date;2018-06-01;
TimeStart;04:18:00;UT;
TimeStop;04:25:00;UT;
Duration;420;sec;7;min
RA;18 48 10.80;
DEC;-01 45 39.3;
Epoch;2000.0;
Systemtemperature1;1u;33.0;
Systemtemperature2;9u;36.4;
FreqBBC1;566.56;MHz
FreqBBC2;568.56;MHz
FreqStart;6666.56;MHz
FreqStop;6668.56;MHz
End;03;----------------------;
Scan;04;
Source;g32p745,185121.87,-001205.3;
Date;2018-06-01;
TimeStart;04:27:00;UT;
TimeStop;04:34:00;UT;
Duration;420;sec;7;min
RA;18 51 21.87;
DEC;-00 12 05.3;
Epoch;2000.0;
Systemtemperature1;1u;31.7;
Systemtemperature2;9u;35.3;
FreqBBC1;567.42;MHz
FreqBBC2;569.42;MHz
FreqStart;6667.42;MHz
FreqStop;6669.42;MHz
End;04;----------------------;
Scan;05;
Source;g33p64,185332.56,003139.2;
Date;2018-06-01;
TimeStart;04:36:00;UT;
TimeStop;04:43:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;31.8;
Systemtemperature2;9u;35.6;
FreqBBC1;566.90;MHz
FreqBBC2;568.90;MHz
FreqStart;6666.9;MHz
FreqStop;6668.9;MHz
End;05;----------------------;
Scan;06;
Source;g35p20,190146.90,011307.5;
Date;2018-06-01;
TimeStart;04:45:00;UT;
TimeStop;04:52:00;UT;
Duration;420;sec;7;min
RA;19 01 46.90;
DEC;01 13 07.5;
Epoch;2000.0;
Systemtemperature1;1u;31.5;
Systemtemperature2;9u;35.7;
FreqBBC1;567.31;MHz
FreqBBC2;569.31;MHz
FreqStart;6667.31;MHz
FreqStop;6669.31;MHz
End;06;----------------------;
Scan;07;
Source;g49p57,192353.60,143454.0;
Date;2018-06-01;
TimeStart;04:54:00;UT;
TimeStop;05:01:00;UT;
Duration;420;sec;7;min
RA;19 23 53.60;
DEC;14 34 54.0;
Epoch;2000.0;
Systemtemperature1;1u;28.3;
Systemtemperature2;9u;31.2;
FreqBBC1;566.98;MHz
FreqBBC2;568.98;MHz
FreqStart;6666.98;MHz
