Start;Header;
Station;IRBENE16;
End;Header;----------------------;
Scan;01;
Source;g32p745,185121.87,-001205.3;
Date;2017-04-29;
TimeStart;06:59:00;UT;
TimeStop;07:06:00;UT;
Duration;420;sec;7;min
RA;18 51 21.87;
DEC;-00 12 05.3;
Epoch;2000.0;
Systemtemperature1;1u;43.6;
Systemtemperature2;9u;48.5;
FreqBBC1;567.64;MHz
FreqBBC2;569.64;MHz
FreqStart;6667.64;MHz
FreqStop;6669.64;MHz
End;01;----------------------;
Scan;02;
Source;g33p64,185332.56,003139.2;
Date;2017-04-29;
TimeStart;07:08:00;UT;
TimeStop;07:15:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;45.8;
Systemtemperature2;9u;51.1;
FreqBBC1;567.12;MHz
FreqBBC2;569.12;MHz
FreqStart;6667.12;MHz
FreqStop;6669.12;MHz
End;02;----------------------;
Scan;01;
Source;g32p745,185121.87,-001205.3;
Date;2017-04-29;
TimeStart;07:17:00;UT;
TimeStop;07:24:00;UT;
Duration;420;sec;7;min
RA;18 51 21.87;
DEC;-00 12 05.3;
Epoch;2000.0;
Systemtemperature1;1u;32.1;
Systemtemperature2;9u;35.3;
FreqBBC1;567.64;MHz
FreqBBC2;569.64;MHz
FreqStart;6667.64;MHz
FreqStop;6669.64;MHz
End;01;----------------------;
Scan;02;
Source;g33p64,185332.56,003139.2;
Date;2017-04-29;
TimeStart;07:26:00;UT;
TimeStop;07:33:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;32.3;
Systemtemperature2;9u;35.5;
FreqBBC1;567.12;MHz
FreqBBC2;569.12;MHz
FreqStart;6667.12;MHz
FreqStop;6669.12;MHz
End;02;----------------------;
Scan;03;
Source;g50p03,192115.10,152649.5;
Date;2017-04-29;
TimeStart;07:35:00;UT;
TimeStop;07:42:00;UT;
Duration;420;sec;7;min
RA;19 21 15.10;
DEC;15 26 49.5;
Epoch;2000.0;
Systemtemperature1;1u;30.5;
Systemtemperature2;9u;33.4;
FreqBBC1;567.77;MHz
FreqBBC2;569.77;MHz
FreqStart;6667.77;MHz
FreqStop;6669.77;MHz
End;03;----------------------;
Scan;04;
Source;g53p03,192955.49,175203.1;
Date;2017-04-29;
TimeStart;07:44:00;UT;
TimeStop;07:51:00;UT;
Duration;420;sec;7;min
RA;19 29 55.49;
DEC;17 52 03.1;
Epoch;2000.0;
Systemtemperature1;1u;31.7;
Systemtemperature2;9u;35.3;
FreqBBC1;568.20;MHz
FreqBBC2;570.20;MHz
FreqStart;6668.2;MHz
FreqStop;6670.2;MHz
End;04;----------------------;
Scan;05;
Source;g59p783,194311.25,234403.3;
Date;2017-04-29;
TimeStart;07:53:00;UT;
TimeStop;08:00:00;UT;
Duration;420;sec;7;min
RA;19 43 11.25;
DEC;23 44 03.3;
Epoch;2000.0;
Systemtemperature1;1u;29.9;
Systemtemperature2;9u;32.8;
FreqBBC1;567.83;MHz
FreqBBC2;569.83;MHz
FreqStart;6667.83;MHz
