Start;Header;
Station;IRBENE16;
End;Header;----------------------;
Scan;01;
Source;s269,061437.05,133936.2;
Date;2017-06-19;
TimeStart;16:00:00;UT;
TimeStop;16:07:00;UT;
Duration;420;sec;7;min
RA;06 14 37.05;
DEC;13 39 36.2;
Epoch;2000.0;
Systemtemperature1;1u;33.9;
Systemtemperature2;9u;38.0;
FreqBBC1;566.80;MHz
FreqBBC2;568.80;MHz
FreqStart;6666.8;MHz
FreqStop;6668.8;MHz
End;01;----------------------;
Scan;02;
Source;s255,061254.02,175923.3;
Date;2017-06-19;
TimeStart;16:09:00;UT;
TimeStop;16:11:00;UT;
Duration;120;sec;2;min
RA;06 12 54.02;
DEC;17 59 23.3;
Epoch;2000.0;
Systemtemperature1;1u;33.1;
Systemtemperature2;9u;36.6;
FreqBBC1;567.07;MHz
FreqBBC2;569.07;MHz
FreqStart;6667.07;MHz
FreqStop;6669.07;MHz
End;02;----------------------;
Scan;03;
Source;s252,060853.34,223829.2;
Date;2017-06-19;
TimeStart;16:13:00;UT;
TimeStop;16:15:00;UT;
Duration;120;sec;2;min
RA;06 08 53.34;
DEC;22 38 29.2;
Epoch;2000.0;
Systemtemperature1;1u;31.5;
Systemtemperature2;9u;35.0;
FreqBBC1;566.96;MHz
FreqBBC2;568.96;MHz
FreqStart;6666.96;MHz
FreqStop;6668.96;MHz
End;03;----------------------;
Scan;04;
Source;s252a,060832.40,203925.3;
Date;2017-06-19;
TimeStart;16:17:00;UT;
TimeStop;16:24:00;UT;
Duration;420;sec;7;min
RA;06 08 32.40;
DEC;20 39 25.3;
Epoch;2000.0;
Systemtemperature1;1u;32.4;
Systemtemperature2;9u;36.3;
FreqBBC1;567.07;MHz
FreqBBC2;0;MHz
FreqStart;6667.07;MHz
FreqStop;0.0;MHz
End;04;----------------------;
Scan;05;
Source;afgl6366,060840.67,213106.9;
Date;2017-06-19;
TimeStart;16:26:00;UT;
TimeStop;16:33:00;UT;
Duration;420;sec;7;min
RA;06 08 40.67;
DEC;21 31 06.9;
Epoch;2000.0;
Systemtemperature1;1u;32.8;
Systemtemperature2;9u;36.6;
FreqBBC1;567.00;MHz
FreqBBC2;569.00;MHz
FreqStart;6667.0;MHz
FreqStop;6669.0;MHz
End;05;----------------------;
Scan;06;
Source;s231,053913.06,354551.3;
Date;2017-06-19;
TimeStart;16:35:00;UT;
TimeStop;16:42:00;UT;
Duration;420;sec;7;min
RA;05 39 13.06;
DEC;35 45 51.3;
Epoch;2000.0;
Systemtemperature1;1u;30.1;
Systemtemperature2;9u;33.2;
FreqBBC1;567.66;MHz
FreqBBC2;569.66;MHz
FreqStart;6667.66;MHz
FreqStop;6669.66;MHz
End;06;----------------------;
Scan;07;
Source;afgl5142,053048.01,334754.6;
Date;2017-06-19;
TimeStart;16:44:00;UT;
TimeStop;16:51:00;UT;
Duration;420;sec;7;min
RA;05 30 48.01;
DEC;33 47 54.6;
Epoch;2000.0;
Systemtemperature1;1u;31.1;
Systemtemperature2;9u;34.8;
FreqBBC1;567.34;MHz
FreqBBC2;569.34;MHz
FreqStart;6667.34;MHz
FreqStop;6669.34;MHz
