Start;Header;
Station;IRBENE16;
End;Header;----------------------;
Scan;02;
Source;g25p65,183421.99,-055938.6;
Date;2018-04-17;
TimeStart;05:09:00;UT;
TimeStop;05:16:00;UT;
Duration;420;sec;7;min
RA;18 34 21.99;
DEC;-05 59 38.6;
Epoch;2000.0;
Systemtemperature1;1u;30.2;
Systemtemperature2;9u;32.5;
FreqBBC1;567.55;MHz
FreqBBC2;569.55;MHz
FreqStart;6667.55;MHz
FreqStop;6669.55;MHz
End;02;----------------------;
Scan;03;
Source;g30p99,184810.80,-014539.3;
Date;2018-04-17;
TimeStart;05:18:00;UT;
TimeStop;05:25:00;UT;
Duration;420;sec;7;min
RA;18 48 10.80;
DEC;-01 45 39.3;
Epoch;2000.0;
Systemtemperature1;1u;30.5;
Systemtemperature2;9u;31.2;
FreqBBC1;566.83;MHz
FreqBBC2;568.83;MHz
FreqStart;6666.83;MHz
FreqStop;6668.83;MHz
End;03;----------------------;
Scan;04;
Source;g32p745,185121.87,-001205.3;
Date;2018-04-17;
TimeStart;05:27:00;UT;
TimeStop;05:34:00;UT;
Duration;420;sec;7;min
RA;18 51 21.87;
DEC;-00 12 05.3;
Epoch;2000.0;
Systemtemperature1;1u;27.2;
Systemtemperature2;9u;30.2;
FreqBBC1;567.68;MHz
FreqBBC2;569.68;MHz
FreqStart;6667.68;MHz
FreqStop;6669.68;MHz
End;04;----------------------;
Scan;05;
Source;g33p64,185332.56,003139.2;
Date;2018-04-17;
TimeStart;05:36:00;UT;
TimeStop;05:43:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;26.6;
Systemtemperature2;9u;29.8;
FreqBBC1;567.16;MHz
FreqBBC2;569.16;MHz
FreqStart;6667.16;MHz
FreqStop;6669.16;MHz
End;05;----------------------;
Scan;06;
Source;g35p20,190146.90,011307.5;
Date;2018-04-17;
TimeStart;05:45:00;UT;
TimeStop;05:52:00;UT;
Duration;420;sec;7;min
RA;19 01 46.90;
DEC;01 13 07.5;
Epoch;2000.0;
Systemtemperature1;1u;27.3;
Systemtemperature2;9u;30.2;
FreqBBC1;567.55;MHz
FreqBBC2;0;MHz
FreqStart;6667.55;MHz
FreqStop;0.0;MHz
End;06;----------------------;
Scan;07;
Source;g33p64,185332.56,003139.2;
Date;2018-04-17;
TimeStart;05:54:00;UT;
TimeStop;06:01:00;UT;
Duration;420;sec;7;min
RA;18 53 32.56;
DEC;00 31 39.2;
Epoch;2000.0;
Systemtemperature1;1u;27.7;
Systemtemperature2;9u;30.3;
FreqBBC1;567.27;MHz
FreqBBC2;569.27;MHz
FreqStart;6667.27;MHz
FreqStop;6669.27;MHz
End;07;----------------------;
Scan;08;
Source;g37p479,190007.14,035953.3;
Date;2018-04-17;
TimeStart;06:03:00;UT;
TimeStop;06:10:00;UT;
Duration;420;sec;7;min
RA;19 00 07.14;
DEC;03 59 53.3;
Epoch;2000.0;
Systemtemperature1;1u;26.8;
Systemtemperature2;9u;29.2;
FreqBBC1;567.27;MHz
FreqBBC2;0;MHz
FreqStart;6667.27;MHz
