Start;Header;
Station;IRBENE;
End;Header;----------------------;
Scan;01;
Source;s269,061437.05,133936.2;
Date;2017-10-04;
TimeStart;09:00:00;UT;
TimeStop;09:07:00;UT;
Duration;420;sec;7;min
RA;06 14 37.05;
DEC;13 39 36.2;
Epoch;2000.0;
Systemtemperature1;1u;31.7;
Systemtemperature2;9u;33.0;
FreqBBC1;567.51;MHz
FreqBBC2;569.51;MHz
FreqStart;6667.51;MHz
FreqStop;6669.51;MHz
End;01;----------------------;
Scan;02;
Source;s255,061254.02,175923.3;
Date;2017-10-04;
TimeStart;09:09:00;UT;
TimeStop;09:12:00;UT;
Duration;180;sec;3;min
RA;06 12 54.02;
DEC;17 59 23.3;
Epoch;2000.0;
Systemtemperature1;1u;30.1;
Systemtemperature2;9u;31.4;
FreqBBC1;567.77;MHz
FreqBBC2;569.77;MHz
FreqStart;6667.77;MHz
FreqStop;6669.77;MHz
End;02;----------------------;
Scan;03;
Source;s252,060853.34,213829.2;
Date;2017-10-04;
TimeStart;09:14:00;UT;
TimeStop;09:17:00;UT;
Duration;180;sec;3;min
RA;06 08 53.34;
DEC;21 38 29.2;
Epoch;2000.0;
Systemtemperature1;1u;29.5;
Systemtemperature2;9u;30.6;
FreqBBC1;567.65;MHz
FreqBBC2;569.65;MHz
FreqStart;6667.65;MHz
FreqStop;6669.65;MHz
End;03;----------------------;
Scan;04;
Source;s252a,060832.40,203925.3;
Date;2017-10-04;
TimeStart;09:19:00;UT;
TimeStop;09:26:00;UT;
Duration;420;sec;7;min
RA;06 08 32.40;
DEC;20 39 25.3;
Epoch;2000.0;
Systemtemperature1;1u;29.6;
Systemtemperature2;9u;31.0;
FreqBBC1;567.77;MHz
FreqBBC2;0;MHz
FreqStart;6667.77;MHz
FreqStop;0.0;MHz
End;04;----------------------;
Scan;05;
Source;afgl6366,060840.67,213106.9;
Date;2017-10-04;
TimeStart;09:28:00;UT;
TimeStop;09:35:00;UT;
Duration;420;sec;7;min
RA;06 08 40.67;
DEC;21 31 06.9;
Epoch;2000.0;
Systemtemperature1;1u;30.0;
Systemtemperature2;9u;31.2;
FreqBBC1;567.70;MHz
FreqBBC2;569.70;MHz
FreqStart;6667.7;MHz
FreqStop;6669.7;MHz
End;05;----------------------;
Scan;06;
Source;s231,053913.06,354551.3;
Date;2017-10-04;
TimeStart;09:37:00;UT;
TimeStop;09:44:00;UT;
Duration;420;sec;7;min
RA;05 39 13.06;
DEC;35 45 51.3;
Epoch;2000.0;
Systemtemperature1;1u;28.5;
Systemtemperature2;9u;29.6;
FreqBBC1;568.25;MHz
FreqBBC2;570.25;MHz
FreqStart;6668.25;MHz
FreqStop;6670.25;MHz
End;06;----------------------;
Scan;07;
Source;afgl5142,053048.01,334754.6;
Date;2017-10-04;
TimeStart;09:46:00;UT;
TimeStop;09:53:00;UT;
Duration;420;sec;7;min
RA;05 30 48.01;
DEC;33 47 54.6;
Epoch;2000.0;
Systemtemperature1;1u;28.8;
Systemtemperature2;9u;30.2;
FreqBBC1;567.91;MHz
FreqBBC2;569.91;MHz
FreqStart;6667.91;MHz
FreqStop;6669.91;MHz
End;07;----------------------;
Scan;08;
Source;g183p35,055111.10,254616.5;
Date;2017-10-04;
TimeStart;09:55:00;UT;
TimeStop;10:02:00;UT;
Duration;420;sec;7;min
RA;05 51 11.10;
DEC;25 46 16.5;
Epoch;2000.0;
Systemtemperature1;1u;32.3;
Systemtemperature2;9u;33.7;
FreqBBC1;568.02;MHz
FreqBBC2;570.02;MHz
FreqStart;6668.02;MHz
FreqStop;6670.02;MHz
End;08;----------------------;
Scan;09;
Source;g188p79,060906.90,215041.7;
Date;2017-10-04;
TimeStart;10:04:00;UT;
TimeStop;10:11:00;UT;
Duration;420;sec;7;min
RA;06 09 06.90;
DEC;21 50 41.7;
Epoch;2000.0;
Systemtemperature1;1u;33.4;
Systemtemperature2;9u;34.7;
FreqBBC1;568.02;MHz
FreqBBC2;0;MHz
FreqStart;6668.02;MHz
FreqStop;0.0;MHz
End;09;----------------------;
Scan;10;
Source;l1206,222851.41,641341.3;
Date;2017-10-04;
TimeStart;10:13:00;UT;
TimeStop;10:20:00;UT;
Duration;420;sec;7;min
RA;22 28 51.41;
DEC;64 13 41.3;
Epoch;2000.0;
Systemtemperature1;1u;26.1;
Systemtemperature2;9u;27.4;
FreqBBC1;568.11;MHz
FreqBBC2;570.11;MHz
FreqStart;6668.11;MHz
FreqStop;6670.11;MHz
End;10;----------------------;
Scan;11;
Source;l1287,003647.35,632902.2;
Date;2017-10-04;
TimeStart;10:22:00;UT;
TimeStop;10:29:00;UT;
Duration;420;sec;7;min
RA;00 36 47.35;
DEC;63 29 02.2;
Epoch;2000.0;
Systemtemperature1;1u;27.0;
Systemtemperature2;9u;28.3;
FreqBBC1;568.44;MHz
FreqBBC2;570.44;MHz
FreqStart;6668.44;MHz
FreqStop;6670.44;MHz
End;11;----------------------;
Scan;12;
Source;ngc281,005224.20,563343.2;
Date;2017-10-04;
TimeStart;10:31:00;UT;
TimeStop;10:38:00;UT;
Duration;420;sec;7;min
RA;00 52 24.20;
DEC;56 33 43.2;
Epoch;2000.0;
Systemtemperature1;1u;28.4;
Systemtemperature2;9u;29.8;
FreqBBC1;568.53;MHz
FreqBBC2;570.53;MHz
FreqStart;6668.53;MHz
FreqStop;6670.53;MHz
End;12;----------------------;
Scan;13;
Source;w75n,203836.45,423736.1;
Date;2017-10-04;
TimeStart;10:40:00;UT;
TimeStop;10:47:00;UT;
Duration;420;sec;7;min
RA;20 38 36.45;
DEC;42 37 36.1;
Epoch;2000.0;
Systemtemperature1;1u;29.2;
Systemtemperature2;9u;30.3;
FreqBBC1;567.53;MHz
FreqBBC2;569.53;MHz
FreqStart;6667.53;MHz
FreqStop;6669.53;MHz
End;13;----------------------;
Scan;14;
Source;w75s,203902.50,422459.0;
Date;2017-10-04;
TimeStart;10:49:00;UT;
TimeStop;10:56:00;UT;
Duration;420;sec;7;min
RA;20 39 02.50;
DEC;42 24 59.0;
Epoch;2000.0;
Systemtemperature1;1u;28.5;
Systemtemperature2;9u;29.7;
FreqBBC1;567.85;MHz
FreqBBC2;569.85;MHz
FreqStart;6667.85;MHz
FreqStop;6669.85;MHz
End;14;----------------------;
Scan;15;
Source;dr20,203700.10,413455.7;
Date;2017-10-04;
TimeStart;10:58:00;UT;
TimeStop;11:05:00;UT;
Duration;420;sec;7;min
RA;20 37 00.10;
DEC;41 34 55.7;
Epoch;2000.0;
Systemtemperature1;1u;28.7;
Systemtemperature2;9u;29.8;
FreqBBC1;567.74;MHz
FreqBBC2;569.74;MHz
FreqStart;6667.74;MHz
FreqStop;6669.74;MHz
End;15;----------------------;
Scan;16;
Source;dr21,203901.05,422249.2;
Date;2017-10-04;
TimeStart;11:07:00;UT;
TimeStop;11:14:00;UT;
Duration;420;sec;7;min
RA;20 39 01.05;
DEC;42 22 49.2;
Epoch;2000.0;
Systemtemperature1;1u;29.0;
Systemtemperature2;9u;30.2;
FreqBBC1;567.72;MHz
FreqBBC2;569.72;MHz
FreqStart;6667.72;MHz
FreqStop;6669.72;MHz
End;16;----------------------;
Scan;17;
Source;ngc7538,231345.36,612810.6;
Date;2017-10-04;
TimeStart;11:14:50;UT;
TimeStop;11:17:50;UT;
Duration;180;sec;3;min
RA;23 13 45.36;
DEC;61 28 10.6;
Epoch;2000.0;
Systemtemperature1;1u;27.7;
Systemtemperature2;9u;28.9;
FreqBBC1;569.10;MHz
FreqBBC2;571.10;MHz
FreqStart;6669.1;MHz
FreqStop;6671.1;MHz
End;17;----------------------;
Scan;18;
Source;cepa,225617.90,620149.7;
Date;2017-10-04;
TimeStart;11:19:50;UT;
TimeStop;11:22:50;UT;
Duration;180;sec;3;min
RA;22 56 17.90;
DEC;62 01 49.7;
Epoch;2000.0;
Systemtemperature1;1u;26.9;
Systemtemperature2;9u;28.2;
FreqBBC1;567.95;MHz
FreqBBC2;569.95;MHz
FreqStart;6667.95;MHz
FreqStop;6669.95;MHz
End;18;----------------------;
Scan;19;
Source;w3oh,022703.82,615225.4;
Date;2017-10-04;
TimeStart;11:24:50;UT;
TimeStop;11:25:50;UT;
Duration;60;sec;1;min
RA;02 27 03.82;
DEC;61 52 25.4;
Epoch;2000.0;
Systemtemperature1;1u;36.1;
Systemtemperature2;9u;37.0;
FreqBBC1;568.94;MHz
FreqBBC2;570.94;MHz
FreqStart;6668.94;MHz
FreqStop;6670.94;MHz
End;19;----------------------;
Scan;20;
Source;g136p84,024929.80,604729.5;
Date;2017-10-04;
TimeStart;11:27:50;UT;
TimeStop;11:34:50;UT;
Duration;420;sec;7;min
RA;02 49 29.80;
DEC;60 47 29.5;
Epoch;2000.0;
Systemtemperature1;1u;67.7;
Systemtemperature2;9u;68.3;
FreqBBC1;568.96;MHz
FreqBBC2;570.96;MHz
FreqStart;6668.96;MHz
FreqStop;6670.96;MHz
End;20;----------------------;
Scan;21;
Source;v645,213958.26,501420.9;
Date;2017-10-04;
TimeStart;11:36:50;UT;
TimeStop;11:43:50;UT;
Duration;420;sec;7;min
RA;21 39 58.26;
DEC;50 14 20.9;
Epoch;2000.0;
Systemtemperature1;1u;54.6;
Systemtemperature2;9u;54.5;
FreqBBC1;568.68;MHz
FreqBBC2;570.68;MHz
FreqStart;6668.68;MHz
FreqStop;6670.68;MHz
End;21;----------------------;
Scan;22;
Source;g111p26,231610.00,595531.3;
Date;2017-10-04;
TimeStart;11:45:50;UT;
TimeStop;11:52:50;UT;
Duration;420;sec;7;min
RA;23 16 10.00;
DEC;59 55 31.3;
Epoch;2000.0;
Systemtemperature1;1u;77.0;
Systemtemperature2;9u;77.9;
FreqBBC1;568.69;MHz
FreqBBC2;570.69;MHz
FreqStart;6668.69;MHz
FreqStop;6670.69;MHz
End;22;----------------------;
Scan;23;
Source;g90p92,210912.60,500102.9;
Date;2017-10-04;
TimeStart;11:54:50;UT;
TimeStop;12:01:50;UT;
Duration;420;sec;7;min
RA;21 09 12.60;
DEC;50 01 02.9;
Epoch;2000.0;
Systemtemperature1;1u;57.3;
Systemtemperature2;9u;57.4;
FreqBBC1;569.30;MHz
FreqBBC2;571.30;MHz
FreqStart;6669.3;MHz
FreqStop;6671.3;MHz
End;23;----------------------;
Scan;24;
Source;g85p41,205413.70,445406.8;
Date;2017-10-04;
TimeStart;12:03:50;UT;
TimeStop;12:10:50;UT;
Duration;420;sec;7;min
RA;20 54 13.70;
DEC;44 54 06.8;
Epoch;2000.0;
Systemtemperature1;1u;40.0;
Systemtemperature2;9u;40.2;
FreqBBC1;568.32;MHz
FreqBBC2;570.32;MHz
FreqStart;6668.32;MHz
FreqStop;6670.32;MHz
End;24;----------------------;
Scan;25;
Source;g78p122,201426.04,411333.4;
Date;2017-10-04;
TimeStart;12:12:50;UT;
TimeStop;12:19:50;UT;
Duration;420;sec;7;min
RA;20 14 26.04;
